artist,wholefestival_url,wholefestival_description,soundcloud_url,soundcloud_urls,wholefestival_links,soundcloud_canonical_url,soundcloud_followers,soundcloud_description,soundcloud_avatar_url,genres,scrape_status,scraped_at
Ambivalentina,https://www.wholefestival.com/lineup,"Ambivalentina (she/her) is a queer dancer, aerial hoop artist and performer with kazakh-russian roots. Based in Vienna, she has performed at various festivals and events in Austria, Germany, Spain, Croatia and Italy, working in and with multidisciplinary art collectives and dance companies. The movement artist explores the intersection of politically engaged performance practices and movement. Currently she is also working as a freelance actress appearing in shortfilms and wishes to integrate the topic of intersectional feminism into future art and movement projects. Photographer: valerie lola",,,https://www.instagram.com/ambivalentina,,,,,,no_soundcloud_link,2026-07-11T09:17:17+00:00
Amoral,https://www.wholefestival.com/lineup,"Drawing inspiration from the vibrant community, the electrifying energy of the dance floor, and life’s myriad experiences, AMORAL’s sound transcends isn't just entertainment. It’s a conduit for unity, a warm embrace that welcomes all into a safe haven where emotions and feelings find solace. Photographer: Damian Pfattner",https://soundcloud.com/amoralish,https://soundcloud.com/amoralish,https://www.instagram.com/amoral___dj/;https://soundcloud.com/amoralish,https://soundcloud.com/amoralish,6508,"see you somewhere @ events below

2026
20/06 Laster, Madrid, ES
27/06 Basement, New York, US
04/07 Fuse, Brussels, BE
10/07 Stone Techno Festival, Essen, DE
11/07 Stone Techno (b2b Alarico), Essen, DE
12/07 RSO, Berlin, DE
17/07 Whole Festival, Berlin, DE
01/08 Dekmantel Festival, Amsterdam, NL
14/08 Glitch Festival, Malta
22/08 Poing Festival, Rotterdam, NL
23/08 Dekmantel Selectors (boat), Tisno, CR
24/08 Dekmantel Selectors, Tisno, CR

PAST 2026
01/01 RSO, Berlin, DE
10/01 Solace, Melbourne, AU
17/01 Chinese Laundry, Sydney, AU
06/02 FVTR, Paris, FR
08/02 Radion, Amsterdam, NL
27/02 Levenslang, Amsterdam, NL
28/02 Luxor Live, Arnhem, NL
28/02 ..
07/03 FOLD, London, UK
13/03 Perron, Rotterdam, NL
15/03 Bret, Amsterdam, NL
20/03 The Lot Radio, New York, US
20/03 Basement, New York, US
29/03 Berghain, Berlin, DE
03/04 CSWS, Stockholm, SE
05/04 Blitz, Munich, DE
17/04 AUX, Athens, GR
17/04 Jasna1, Warsaw, PL
27/04 Levenslang (b2b Hitam), Amsterdam, NL
08/05 Bassiani, Tbilisi, GE
13/05 Gewölbe, Cologne, DE
22/05 TBA, Kyoto, Jp
23/05 Paramount Festival, Tokyo, JP
30/05 Lehmann, Stuttgart, DE
31/05... Amsterdam, NL
05/06 Tresor, Berlin, DE
06/06 .. Prague, CZ
07/06 909 Festival, Amsterdam, NL
19/06 The Carpet Shop (ANL), London, UK

PAST 2025
01/01 Club RAUM, Amsterdam, NL
10/01 RSO, Berlin, DE
17/01 Amelia, Milan, IT
18/01 Ministerium, Lisbon, PT
02/02 Vault Sessions, Amsterdam, NL
02/02 Hamam Nights (HOUSE), Amsterdam, NL
07/02 Toekomstmuziek, Amsterdam, NL
14/03 The Lot Radio, New York, US
14/03 Basement, New York, US
22/03 Thuishaven, Amsterdam, NL
28/03 Oxi, Berlin, DE
29/03 Blitz, Munich, DE
05/04 K41, Kyiv, UA
11/04 Essaim, Paris, FR
12/04 Elata, London, UK
16/04 CROW, Madrid, SP
19/04 Meat Free, Manchester, UK
23/05 Nxt Museum x EC, Amsterdam, NL
24/05 Zodiak, Brussels, BE
25/05 Berghain, Berlin, DE
29/05 Multisex afterparty, Amsterdam, NL
07/06 NTSC, Hamburg, DE
08/06 Splot Słoneczny, Warsaw, PL
13/06 Ankali, Prague, CZ
20/06 Monument, Oslo, NO
26/06 FVTR, Paris, FR
28/06 Razzmatazz, Barcelona, SP
04/07 Else, Berlin, DE
06/07 Ploegendienst, Breda, NL
12/07 Nowadays, New York, US
20/07 Aaniwalli, Helsinki, FIN
31/07 Garbicz Festival, Torzym, PL
01/08 Dekmantel x Eerste Communie, Amsterdam, NL
02/08 Dekmantel Festival, Amsterdam, NL
15/08 Tresor, Berlin, DE
30/08 Zeezout Festival, Amsterdam, NL
06/09 Lehmann, Stuttgart
13/09 Club Raum, Amsterdam, NL
20/09 K41, Kyiv, UA
27/09 Crackhouse, Gdańsk, PL
02/10 Potent Club, Shanghai, CN
09/10 Pawnshop, Taipei, TW
12/10 Bassiani, Tbilisi, GE
27/10 .. Amsterdam, NL
27/10 .. Amsterdam, NL
02/11 .. Berlin, DE
07/11 Jasna1, Warsaw, PL
08/11 Parallel, Amsterdam, NL
14/11 Blitz, Munich, DE
22/11 Wibar, Leiden, NL
23/11 AMORE, Amsterdam, NL
30/11 ZERØBPM (ambient), Amsterdam, NL
05/12 iBOAT, Bordeaux, FR
13/12 Closer, Milan, IT
28/12 Groove Theory, Ghent, BE

PAST 2024
01/01 The Office, Yerevan, Armenia
26/01 HE.SHE.THEY, Amsterdam, NL
27/01 Pornceptual (ambient set), Amsterdam, NL
03/02 Mitmischen, Berlin, DE
10/02 Momentum, Stockholm, SE
17/02 Thuishaven, Amsterdam, NL
17/02 Fold, London, UK
09/03 Laut, Barcelona, ES
15/03 Paris, FR
22/03 Basis, Utrecht, NL
23/03 Rau Ton, Köln, DE
31/03 Levenslang, Amsterdam, NL
05/04 Fold, London, UK
06/04 Vulged, Amsterdam, NL
12/04 Fuse, Brussels, BE
19/04 Club RAUM, Amsterdam, NL
20/04 Blitz, Munich, DE
04/05 Nachbar (house set), Amsterdam, NL
11/05 Le Zoo, Geneve, CH
18/05 Awakenings, Amsterdam, NL
19/05 Berghain, Berlin, DE
25/05 Perron, Rotterdam, NL
01/06 BASIS, Utrecht, NL
02/06 .. Amsterdam, NL
08/06 Azimut Club, Torino, IT
09/06 Radion Weekender, Amsterdam, NL
15/06 Killian, Tokyo, JP
21/06 Grey Area, Taipei, TW
22/06 Faust, Seoul, SK
05/07 Laster x Kromanti, Madrid, ES
13/07 Boilerroom, RSO, Berlin, DE
19/07 Nation of Gondwana Festival, Berlin, DE
20/07 Left Bank, Tbilisi, Georgia
27/07 Dekmantel 10YRS, Zaandam, NL
27/07 Dekmantel 10YRS (PANEL), Zaandam, NL
02/08 Nachbar, Amsterdam, NL
03/08 Thuishaven, Amsterdam, NL
18/08 Lowlands Festival, Biddinghuizen, NL
30/08 Underverket Festival, Stockholm, SE
01/09 Berghain, Berlin, DE
07/09 CLUB3, Haarlem, NL
07/09 Radion, Amsterdam, NL
14/09 P.O.D.D., The Hague, NL
18/10 MESS (ADE), Amsterdam, NL
19/10 Vault Sessions (ADE), Amsterdam, NL
20/10 Levenslang, Amsterdam, NL
21/10 Nachbar, Amsterdam, NL
26/10 Brutal, Mexico City, MX
02/11 Basement, New York, USA
30/11 Potent Club, Shanghai, CN

PAST 2023
01/01 Meatfree, Manchester, UK
06/01 S.I.X. dogs, Athens, GR
07/01 LNR (b2b), Amsterdam, NL
29/01 XFORM, RSO, Berlin, DE
03/02 Vault Sessions, Amsterdam, NL
10/02 E1 X VOLT, London, UK
11/02 Escuro, Lisbon, PT
18/02 Balls Baile, Berlin, DE
11/03 Thuishaven, Amsterdam, NL
17/03 Meat Market, Vienna, AT
18/03 Ampfeminine, Utrecht, NL
24/03 Die Sekte, Milano, IT
30/03 Glitch Club w/ Freddy K, Ellen Alien, Malta
08/04 Awakenings Gashouder, Amsterdam, NL
09/04 Eerste Communie, Amsterdam, NL
14/04 Unartig, Oldenburg, DE
15/04 Osu Rhythms, Den Bosch, NL
27/04 De Reactie, Enschede, NL
28/04 RSO, Berlin, DE
29/04 Radion, Amsterdam, NL
30/04 FRGMTS, Bonn, DE
12/05 Reve techno, Nijmegen, NL
13/05 Pornceptual, Berlin, DE
19/05 Night service, London, UK
27/05 Jasna1, Warsaw, PL
03/06 Lust Klub, Köln, DE
10/06 OHM Festival, Delft, NL
17/06 Ulica Elektrykow, Gdansk, PL
24/06 Pornceptual, Amsterdam, NL
01/07 Ploegendienst Festival, Breda, NL
08/07 Awakenings Festival, Beekse Bergen, NL
09/07 Stone Festival, Essen, DE
13/07 Feel festival, DE
15/07 SMUT, Athens, GR
21/07 Kromanti showcase, Amsterdam, NL
29/07 Milkshake after party, Amsterdam, NL
04/08 frixxxion, Manchester, UK
05/08 Isburning x Dekmantel, Amsterdam, NL
12/08 Rote Sonne, Munich, DE
19/08 Kalt, Strasbourg, FR
25/08 PAL, Hamburg, DE
26/08 Onder de radar, Enschede, NL
09/09 HNT X EC, Ankali, Prague, CZ
15/09 Into the woods festival, NL
15/09 The Echo, Amsterdam, NL
16/09 ROMY S, Stuttgart, DE
23/09 PAL, Hamburg, DE
06/10 CLUB RAUM, Amsterdam, NL
08/10 Berghain, Berlin, DE
18/10 Kromanti (ADE), Amsterdam, NL
20/10 LNR (ADE), Amsterdam, NL
22/10 Amsterdam, NL
03/11 DECODE, Rotterdam, NL
04/11 IMPLOAD, Tilburg, NL
08/11 Fundraiser, Rotterdam, NL
11/11 VC X SPECTRUM, Paris, NL
18/11 SOENDA, Utrecht, NL
18/11 MESS, Ohm, Berlin, DE
24/11 Iniquity x Kromanti, Liverpool, UK
25/11 SYXT, Hannover, DE
26/11 Kantina, Madrid, SP
09/12 Laster x Radion, Amsterdam, NL
15/12 Fast Forward x POING, Rotterdam, NL

PAST EVENTS 2022
01/01 NYE - De Reünie
12/02 Radion Staat Op, Amsterdam
26/02 Perron w/ Clouds, Rotterdam
05/03 Headrush, Amsterdam
06/03 Lofi, Amsterdam
11/03 TLS x Antidote, Amsterdam
12/03 Planet Rose w/ Dax J, Nijmegen
13/03 Hard Opening Garage Noord, Amsterdam
19/03 MONO, Rotterdam
20/03 Orphic, Amsterdam
25/03 BASIS w/ Talismann, Utrecht
26/03 Crackhouse, Gdansk, PL
27/03 Eerste Communie, Amsterdam
10/04 Vault Sessions Afterhours, Amsterdam, NL
16/04 Vision Ekstase x VERTIGO, Paris, FR
17/04 Amsterdam
22/04 POING, Rotterdam, NL
06/05 Hör, Berlin, DE
06/05 SYXT, Berlin, DE
07/05 UFO CLUB, Münster, DE
15/05 Brooklyn, NY, USA
20/05 Pornceptual, Amsterdam
21/05 Vault Sessions Bret, Amsterdam
28/05 :/ELEMENTS(ABOUT BLANK), Berlin, DE
04/06 Vulged, Bret, Amsterdam
04/06 After The Crave Festival, Den Haag
05/06 Freshtival, Enschede
10/06 Nachtparlement Afterparty, Deventer
12/06 Eerste Communie, Amsterdam
25/06 Marry Klein Festival, Munich, DE
26/06 RADIO RADIO, Amsterdam
02/07 Zodiak, Brussels, BE
09/07 Kromanti Showcase, Radion, Amsterdam
15/07 DECODE, Rotterdam, NL
24/07 BODIES, Berlin, DE
30/07 Vault Sessions(B2B LOBSTER), Amsterdam
06/08 Damnation Open Air, Portugal
07/08 De Reünie, Amsterdam
19/08 BCCO x LUST, Köln, Germany
27/08 MOYN MOYN Festival, Oyten, Germany
28/08 Mysteryland festival, NL
02/09 Grounded Theory, RSO, Berlin, DE
03/09 Zeezout Festival, Amsterdam, NL
17/09 Antiverse, Paris, FR
23/09 Gans Anders Festival, Innsbruck, AT
24/09 BALLS, Barcelona, SP
01/10 ELSE, Berlin, DE
07/10 Rote Sonne, Munich, DE
14/10 Basic Grooves, Enschede, NL
15/10 Laster club, Madrid, SP
19/10 Kromanti Showcase, Amsterdam, NL
21/10 AWAKENINGS (ADE), Amsterdam, NL
22/10 Atelier (ADE), Amsterdam, NL
05/11 LNR Radion, Amsterdam, NL
06/11 Berlin, DE
25/11 Meraki, Liverpool, UK
26/11 Revert, London, UK
10/12 About Blank, Berlin, DE
11/12 Eerste Communie, Amsterdam
24/12 Garage Noord, Amsterdam, NL
31/12 RE:BOOT, Biel, Switzerland, 

PAST EVENTS 2021
12/09 Bastion Techno, Amsterdam, NL
25/09 Nachtparlement, Deventer, NL
26/09 Szeneputzen, Berlin, DE
01/10 Loopstage, Madrid, ES
09/10 Flits presents, Almere, NL
10/10 Daycare x De Reünie, Amsterdam, NL
14/10 ADE Daycare Bret. Amsterdam, NL
15/10 ADE Breakfast Club, Amsterdam, NL
17/10 ADE Vault Sessions, Amsterdam, NL
31/10 Gloria, Nantes, FR
06/11 ANTIDOTE, Amsterdam, NL
13/11 The Platform x De Reünie, Amsterdam, NL
20/11 TILT, Berlin, DE

for contact, see below",https://i1.sndcdn.com/avatars-az4XXBImpWnsNZkO-B3RurQ-large.jpg,,ok,2026-07-11T09:17:17+00:00
ANTI-MASS,https://www.wholefestival.com/lineup,"ANTI-MASS is a queer collective from Kampala, Uganda — founded in 2018 by Nsasi and Authentically Plastic as an act of joy, defiance and very loud music. They make dancefloor-wrecking electronic music rooted in East African rhythms, touring relentlessly across Europe, the Americas and Asia. For their upcoming Whole Festival performance, they're joined by Seoul-based artist NET-GALA.",https://soundcloud.com/antimassofficial,https://soundcloud.com/antimassofficial,https://www.instagram.com/antimasscollective/;https://soundcloud.com/antimassofficial,https://soundcloud.com/antimassofficial,469,booking@anti-mass.com,https://i1.sndcdn.com/avatars-3GNUM4Gowp8bykZE-nFODaQ-large.jpg,,ok,2026-07-11T09:17:17+00:00
Armana Khan,https://www.wholefestival.com/lineup,"Armana Khan is a DJ, model, and activist shaking up stages and igniting dance floors across the globe. She fuses her desi roots with global beats, aiming to create unity and peace through sound. Her sets aren't just club music - they're cultural lessons, seamlessly blending tracks from around the world with the hope that music will bring us together whether we understand the lyrics or have ever heard the beat before.\n\nSHE TRULY BELIEVES WORLD MUSIC CAN BRING WORLD PEACE",https://soundcloud.com/armanakhan,https://soundcloud.com/armanakhan,https://www.instagram.com/armanakhanistan/;https://www.tiktok.com/@theearmanakhanistan;https://soundcloud.com/armanakhan,https://soundcloud.com/armanakhan,4579,"Armana Khan is a DJ, model, and activist shaking up stages and igniting dance floors across the globe. She fuses her Desi roots with global rhythms. Her sets are not just music; they are cultural bridges, mixing tabla with techno and bhangra with afrobeat to bring the world together through sound. She says music is a universal language, and that it can teach us about one another and bring peace. Her mission is to turn dance floors into spaces of connection and harmony. World music for world peace is her vision and her vibe.
email for bookings: bookings@discono.club",https://i1.sndcdn.com/avatars-H8yBsfJyGaJ3k4mY-ZH8jxg-large.jpg,,ok,2026-07-11T09:17:17+00:00
Authentically Plastic,https://www.wholefestival.com/lineup,"Authentically Plastic is a boundary-splintering artist and DJ from Kampala, Uganda. From 2018–2023, they co-founded and ran ANTI-MASS, a roving, riotous club night that carved out space for queer expression in Kampala. This commitment to disruption and sonic liberation has shaped their accelerated, improvisational style—full of layered intensity and unexpected turns. Their acclaimed debut album Raw Space (2022) distilled this volatile energy into a body of work celebrated for its prismatic unpredictability and urgent, tactile sound. In their DJ sets—at once dark, playful, and physically unrelenting—Authentically Plastic uses Techno, Gqom, and Noise as scaffolding for exploring unknown terrains. Their recordedmusic is informed by Northern Uganda’s Acholi electronic rhythms, early Acid/Industrial aesthetics, and Futurist thinking. It’s dance music that resists containment—dirty, greasy, and always on the verge of transformation. Photographer: Ryan Molnar",https://soundcloud.com/authenticallyplastic,https://soundcloud.com/authenticallyplastic,https://www.instagram.com/authenticallyplastic/;https://soundcloud.com/authenticallyplastic,https://soundcloud.com/authenticallyplastic,1333,"2026 Dates:
27 Feb: Garage Noord, Amsterdam, NL
14 May: Haus Der Kunst. Munich, DE
16 May: Blitz. Munich, DE
17 July: Whole Festival, Ferropolis, DE
27-30 Aug: Schwing und Stampf Festival. Luzern, CH
.
.
.
Booking: spike@spikefern.com
Booking North America: booking@onthesly.co
Production / Sync / Remixes: tayo@anti-mass.com",https://i1.sndcdn.com/avatars-dfzCB0GqUDLY4flr-RsLzlQ-large.jpg,techno; gqom; noise; acid; industrial,ok,2026-07-11T09:17:17+00:00
ĀBNAMĀ,https://www.wholefestival.com/lineup,"ābnamā, based in Berlin via Tehran, has established herself as an integral part of the city's queer nightlife. She is a resident at the beloved queer powerhouse Body Language and has built a loyal following playing in various European and Asian cities. An obsessive digger, she is heavily influenced by the obscure and the romantic, be it through American midwest oddities, UK and European post-punk tinged trance and acid or gritty and emotionally charged house grooves which she sifts through with a keen ear for the highest camp. \n\nPhoto by @jellyluise",https://soundcloud.com/abnama,https://soundcloud.com/abnama,https://www.instagram.com/abnama.aquarium/;https://soundcloud.com/abnama,https://soundcloud.com/abnama,1251,"Bookings: abnama.aquatics@gmail.com

01.05.26 Sound Metaphors Mayday (b2b Diamin) - Ost - Belin
18.04.26 bottoms - Ljubljana
10.04.26 Substation - Amt - Berlin
03.04.26 Girltoy - Core - Madrid
28.03.26 Body Language - Secret Location - Berlin
21.03.26 Uninvited Guest x Sueya - Arkaoda - Berlin
27.02.26 Lecken - Kreuzwerk - Berlin
30.01.26 Power Dance Club - Kreuzwerk - Berlin
23.01.26 Body Language - Ohm - Berlin
19.12.25 Maximum Joy - Sameheads - Berlin
22.11.25 BJC - Zur Klappe - Berlin
08.11.25 Mess - Ohm - Berlin
05.09.25 Riot - Lark - Berlin
30.08.25 Power Dance Club - Kreuzwerk - Berlin
22.08.25 Sous Tes Reins x Body Language - Station - Paris
16.08.25 DUBSIDED - Bar 9 - Berlin
08.08.25 PLU - Strangebrew - Bristol
02.08.25 Fag Bar - Fischladen - Berlin
19.07.25 Essaim - Paris
04.07.25 Mp3 - Fitzroy - Berlin
30.05.25 DUMP - Secret Location - Berlin
17.05.25 Body Language - Secret Location - Berlin
01.05.25 Sound Metaphors Mayday Freeparty (b2b Diamin) - Berlin
19.04.25 Daycare - Sonnenraum - Berlin
29.03.25 (iykyk)
06.03.25 Kontinuum x NWD present Locale - Ohm - Berlin
08.03.25 Boldy Language Takeover - Oxi - Berlin
23.02.25 Strange Attractor (b2b Diamin) - Secret Location - Berlin
13.02.25 Diwan - Kwia - Berlin
29.01.25 Queeruption (b2b Source:Link) - Berlin
01.01.25 Oxi Nye - Oxi - Berlin
15.12.24 Insekt Rave - secret location - Berlin
14.12.24 k-bar - Warsaw
11.12.24 lip service - Torte Bar - Berlin
22.11.24 Orbit's Spell - Chicago (Cancelled)
15.11.24 Public Records - NYC (Cancelled)
12.10.24 Pornceptual - Berlin
06.10.24 Macadam - Nantes
28.09.24 SMUT - Athens
22.09.24 Body Language - Else - Berlin
02.08.24 Whole Festival (b2b Stella Zekri)
28.07.24 Queerpool - Südpol - Hamburg
27.07.24 Maricxs (b2b Source:Link) - Oxi - Berlin
19.07.24 With Us - La Station - Paris
13.07.24 Cuties - M01 - Berlin
02.06.24 Body Language - Else - Berlin
27.04.24 Acting Press - Ohm - Berlin
14.04.24 Fandango - Berlin
13.04.24 Body Language - Zenner - Berlin
05.04.24 DUMP - Zur Klappe - Berlin
17.03.24 Mergemerge - Zur Klappe - Berlin
16.03.24 Lunchbox Candy - Aeden - Berlin
02.03.24 Subglow (b2b rrrkrta) - Ohm - Berlin
17.02.24 Maricxs - Oxi - Berlin
10.02.24 Cocktail d’Amore - Club Ost - Berlin
02.02.24 Thawra - 90mil -Berlin
01.01.24 Lecken NY - Lark - Berlin
26.11.23 Daikujikan - Club Daphnia - Osaka
22.11.23 Slick - secret location - Tokyo
18.11.23 Grey Area - Taipei
03.11.23 Choose - Menschmeier - Berlin
28.10.23 USB mag - Fitzroy - Berlin
27.10.23 DUMP - Untertage - Berlin
14.10.23 Body Language (b2b Stella Zekri) - re:mise - Berlin
08.10.23 Aufguss - re:mise - Berlin
15.09.23 Oxi (b2b DirtyDaddyDon) - Berlin
19.08.23 DUMP (b2b DirtyDaddyDon) - Untertage - Berlin
30.07.23 Whole Festival
21.07.23 Riot - Krista Kupfer - Berlin
07.07.23 Insekt Rave - Planeta Manas - Lisbon",https://i1.sndcdn.com/avatars-L6zGaPNyTAyEqI3p-UecbHg-large.jpg,house; trance; acid,ok,2026-07-11T09:17:17+00:00
Balerands,https://www.wholefestival.com/lineup,"Combining their trajectories, life experiences, and references, this project is a black and queer sonic manifesto. It navigates through House, Funk, Disco, Voguebeat, and other rhythms that move the Black and LGBT community, all with the intent of making the dancefloor sweat, dance, and feel free. Mirands is a DJ and one of the creators of BATEKOO, a collective that made its mark on the scene through its black and LGBTQIA+ protagonism. Balera is an essential presence in São Paulo's nightlife, known for sets full of energy, style, and stance. Both use music as an extension of their identities and as a tool for political expression. Together as Balerands, they create a space where sound, body, and attitude meet. A project rooted in lived experience and expression, where every beat carries freedom, pride and belonging.",https://soundcloud.com/rafael-balera/balerands-veneno-live-lab?si=75c45c60f22e4ceda87f95e645cb3330&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://soundcloud.com/rafael-balera/balerands-veneno-live-lab?si=75c45c60f22e4ceda87f95e645cb3330&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://www.instagram.com/rafabalera/;https://www.instagram.com/rafabalera/ https://www.instagram.com/miran.ds/;https://soundcloud.com/rafael-balera/balerands-veneno-live-lab?si=75c45c60f22e4ceda87f95e645cb3330&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://soundcloud.com/rafael-balera/balerands-veneno-live-lab,597,"BR - SP - HOUSE, DISCO, FUNKY, GROOVE, HIP HOP - BLACK MUSIC IS ART.
rafa.balera@gmail.com",https://i1.sndcdn.com/avatars-uMA4NxiY8lc0zu3L-bLLPXQ-large.jpg,Latin,ok,2026-07-11T09:17:17+00:00
BAMBI,https://www.wholefestival.com/lineup,"BAMBI is a South London based DJ and promoter known for her\ncontributions to the House and Ballroom scene, as the UK Mother of the Kiki\nHouse of Laveaux. With a love for electronic music, she plays a variety of\nsounds with big bass lines and punchy percussion. Playing Global sounds of\nthe Black diaspora, expect genre jumping sets led by the spirit of dance and\nrave culture. Photographer: Alice Palmx",https://soundcloud.com/disocoverbambam/,https://soundcloud.com/disocoverbambam/,https://soundcloud.com/disocoverbambam/,https://soundcloud.com/disocoverbambam,104,,https://i1.sndcdn.com/avatars-Qz3ffJ3nJZU0DJfA-nHsWXw-large.jpg,house; bass; ballroom,ok,2026-07-11T09:17:17+00:00
BASHKKA,https://www.wholefestival.com/lineup,"Reflecting the Turkish word for ‘different’, BASHKKA’s name highlights her one-of-a kind presence. The Munich-born, NYC raised DJ and producer, renowned for her daring and incisive style, captivates audiences while pushing the boundaries of electronic music. From her residencies at HAMAM Nights, Club Raum and Munich’s Blitz Club, to her solid footing as a regular at Berghain’s Panorama Bar, her standout\nperformances at Glastonbury (listed among Resident Advisor’s 5 Key Performances), Dekmantel Festival, Nuits Sonores, London’s Fabric to legendary Queer parties like ADONIS, are just a few examples. Photographer: RICARDA HAEHN",https://soundcloud.com/bashkka,https://soundcloud.com/bashkka,https://www.instagram.com/bashkka/?hl=en;https://open.spotify.com/artist/5ofWf87ImDZQO2KzwdlPSw?si=ne2XVnFQT9S6q1Et0m7Jsg;https://soundcloud.com/bashkka,https://soundcloud.com/bashkka,9237,"EU/World: mirko@ekipa.agency
Americas: marlena@liaisonartists.com
Management: neil@triplethreatmgmt.com

Reflecting the Turkish word for ‘different,’ BASHKKA’s name highlights her one-of-a-kind presence. Her sets, known for their daring and incisive flair, captivate audiences, while her advocacy for the cultural and political evolution of electronic music brings a revitalizing, forward-thinking energy to the scene. From her residencies at Amsterdam's Club RAUM, Munich’s Blitz Club or to her solid footing as a regular at Berghain’s Panorama Bar, BASHKKA’s sound exudes a powerful energy and rhythm that you have to move your body to.

Irreversibly shaped by a decade in New York City—a place she describes as her rebirth—this period has been pivotal to BASHKKA’s creative and personal development. In a city where cultures intersect, diversity thrives, and LGBTQIA+ history is sacred, the impact on her artistry has been profound.

Outside the DJ booth, the Munich-born and raised artist’s resolute integrity fuels her activism and devotion to her community. Her passionate support for SWANA and queer voices, along with her tribute to dance music culture rooted in Black and Brown communities, redefines electronic music’s rebellious spirit for today’s nightlife. With her debut EP ""Maktub"" claiming the number one spot in 2023 and taking the music scene by storm, BASHKKA has firmly established herself as a trailblazing producer. Her ability to effortlessly fuse bold creativity with technical mastery is showcased in her collaboration with renowned fashion designer Dilara Fındıkoğlu, as well as in her numerous cutting-edge remixes that don’t just resonate—they set the bar!",https://i1.sndcdn.com/avatars-nn31bqdv9iSUbvTT-1DwjoQ-large.jpg,,ok,2026-07-11T09:17:17+00:00
Berfusra,https://www.wholefestival.com/lineup,"A drag king rockstar accompanied by his king bandmates, shaking the stage at sunset 80s rock n roll style. Beyefendi is a drag king based in Berlin, performing locally and internationally, representing Kurdish charisma and charm. He is a shapeshifter superstar who moves between & beyond genres and traditions of music and dance. Photographer: JAYCLOSE",,,https://www.instagram.com/berfusra/,,,,,,no_soundcloud_link,2026-07-11T09:17:17+00:00
Beste Hira,https://www.wholefestival.com/lineup,"Beste Hira is a classically trained DJ and cellist whose work blends emotional depth with sonic precision. As part of the Berghain roster and represented by Triangle Agency, her sets move between minimal rolling and groove techno, break beats and ambient layers, and occasional cello improvisations. With her attention to detail and sensitive curation, every performance becomes an intimate and powerful journey.",https://soundcloud.com/beste-hira,https://soundcloud.com/beste-hira,https://www.instagram.com/bestehira/;https://open.spotify.com/artist/2hV9DetVwApAerLu0cyu36?si=u708N6Q_Sr-cbHrb-boQkQ&nd=1&dlsi=5129b73f98f545a0;https://soundcloud.com/beste-hira;https://bestehira.bandcamp.com/album/i-can,https://soundcloud.com/beste-hira,7114,"Event bookings: 
mayra@triangleagency.com 

Resident DJ @orphicamsterdam",https://i1.sndcdn.com/avatars-F7tcAvWNer60IEzE-hBNoxQ-large.jpg,techno; ambient,ok,2026-07-11T09:17:17+00:00
BLEACH,https://www.wholefestival.com/lineup,"BLEACH is a Rockstar Drag Queen, here to RELEASE your homosexual potential. Do You Need A Hand? Essex-raised, Berlin-based drag perforer with a loud point of view is a central figure in the German capital's queer underground. Creating parties, shows & festivals. Starting out in a burlesque bar in Stockholm, she entertains with a fiery mix of punking, stripping & speeching.  A regular host of Berlin club nights, drag shows with a loud point of view. Hosting the Sunday night stage and joining SWEAT Collective slot Sunday 01:00- 06:00 Photographer: Papi Pistola",,,https://www.instagram.com/bleach.babychino/,,,,,,no_soundcloud_link,2026-07-11T09:17:17+00:00
BLVK B3RRY,https://www.wholefestival.com/lineup,Photographer: N A T A S H A K O T,,,https://www.instagram.com/p/Cu7WMXpIZ7u/,,,,,,no_soundcloud_link,2026-07-11T09:17:17+00:00
BOTOX FATAL (live),https://www.wholefestival.com/lineup,Photographer: Valencuesta,https://soundcloud.com/botox-fatal,https://soundcloud.com/botox-fatal,https://www.instagram.com/botoxfatal/;https://soundcloud.com/botox-fatal,https://soundcloud.com/botox-fatal,427,TU PRIMERA Y ÚLTIMA INTERVENCIÓN ESTÉTICA,https://i1.sndcdn.com/avatars-wQJyYmzItP4jwL0I-c1wNVA-large.jpg,,ok,2026-07-11T09:17:17+00:00
bounce kisses,https://www.wholefestival.com/lineup,"bounce kisses is the music producer/DJ project of Two Four Two De La Rosa. Based in NYC, bounce kisses enjoys playing both high energy & soothing ambient sets. All inspiration drawn from queerness, transness, & magic. bounce kisses will play B2B with Boyfriend Dick to usher in the sunrise on Sunday morning at the Ambient Stage.\n\nPhoto by @moss.pic & @silas.sims.photo",https://soundcloud.com/bouncekisses,https://soundcloud.com/bouncekisses,https://soundcloud.com/bouncekisses;https://www.instagram.com/bouncekisses/,https://soundcloud.com/bouncekisses,280,🌐 joy 🔗 connection 🧸 pixie,https://i1.sndcdn.com/avatars-wPJhbqkVNm7Oy4KN-A6IDpw-large.jpg,ambient,ok,2026-07-11T09:17:17+00:00
